duration,end_of_fade_in,key,loudness,mode,start_of_fade_out,tempo,time_signature,artist_name,e_grammy,e_billboard,e_spotify
170.10893,5.683,8,-12.881,1,157.896,77.995,5,Michael Jackson,0.0,0.0,0
227.52608,0.229,4,-5.647,1,227.526,121.759,4,Muse,0.0,0.0,0
134.45179,0.23,10,-11.151,1,128.174,181.556,3,Johnny Cash,0.0,0.0,0
260.85832,0.194,10,-8.896,1,253.063,60.363,4,Mariah Carey,0.0,0.0,0
480.62649,0.154,1,-5.896,1,474.465,124.05,4,Michael Jackson,0.0,0.0,0
245.2371,0.067,1,-5.379,0,227.178,139.973,4,Enrique Iglesias,0.0,0.0,0
29.80526,0.088,11,-18.977,1,29.805,103.508,3,Eminem,0.0,0.0,0
124.23791,0.0,5,-9.014,1,112.512,164.744,4,Johnny Cash,0.0,0.0,0
300.30322,0.16,11,-5.796,0,289.187,116.854,3,U2,0.0,0.0,0
228.93669,2.223,3,-3.948,0,213.989,124.109,4,Enrique Iglesias,0.0,0.0,0
249.23383,3.019,8,-10.207,1,233.198,115.328,5,Coldplay,0.0,0.0,1
203.36281,0.437,1,-11.345,1,192.911,85.796,1,Michael Jackson,0.0,1.0,0
196.44036,0.207,0,-10.84,1,190.258,104.593,1,The Rolling Stones,0.0,1.0,1
173.29587,6.856,9,-5.45,1,155.347,123.854,4,Weezer,0.0,0.0,0
120.63302,0.218,2,-6.113,1,120.633,93.192,4,Weezer,0.0,0.0,0
53.2371,3.135,9,-19.622,0,53.237,108.069,4,Brad Paisley,0.0,0.0,0
212.00934,0.073,6,-6.909,0,212.009,77.122,4,Eminem,0.0,0.0,1
147.27791,0.183,0,-12.276,1,139.558,123.472,3,Ray Charles,0.0,0.0,0
184.76363,1.066,9,-11.887,1,178.393,139.204,4,Bruce Springsteen,0.0,0.0,0
120.18893,2.461,0,-21.434,1,108.292,117.335,3,John Frizzell,0.0,0.0,0
127.50322,0.124,2,-11.448,0,124.116,86.694,4,Michael Jackson,0.0,1.0,1
174.41914,0.403,4,-18.092,0,167.549,106.199,7,Ray Charles,0.0,0.0,0
463.98649,0.293,4,-9.005,0,459.894,187.444,4,Metallica,0.0,0.0,0
599.24853,0.067,5,-10.102,0,584.818,126.852,4,Daft Punk,0.0,0.0,1
143.22893,3.065,10,-12.452,1,132.11,122.287,4,Johnny Cash,0.0,0.0,0
308.11383,0.0,2,-8.124,1,303.891,107.86,4,Mariah Carey,0.0,1.0,0
180.21832,0.0,5,-23.056,1,173.929,69.435,3,Johnny Cash,0.0,0.0,0
179.87873,0.181,0,-5.494,1,171.984,141.842,4,U2,0.0,1.0,1
387.26485,3.425,0,-4.186,0,384.83,112.946,4,Michael Jackson,0.0,0.0,0
208.5873,0.978,6,-5.292,0,195.953,125.997,4,Enrique Iglesias,0.0,1.0,1
302.0273,3.204,0,-6.575,1,297.5,162.609,4,Muse,0.0,0.0,0
316.00281,0.152,10,-3.938,1,309.156,88.429,4,Eminem,0.0,0.0,1
309.36771,4.139,7,-9.659,1,291.463,120.335,4,U2,0.0,1.0,0
247.24853,3.541,5,-11.471,0,242.347,77.63,4,Michael Jackson,0.0,1.0,0
278.56934,0.166,2,-11.721,1,270.994,102.281,4,U2,0.0,0.0,1
197.45914,0.166,10,-9.073,1,192.737,81.55,4,Céline Dion,0.0,0.0,0
158.53669,0.0,9,-8.444,1,147.458,128.565,1,Weezer,0.0,0.0,0
291.65669,0.253,7,-12.083,1,286.621,121.466,4,Muse,0.0,0.0,0
233.74322,0.218,9,-6.444,0,225.361,92.994,4,Muse,0.0,0.0,1
253.93587,4.336,10,-11.606,0,240.327,137.843,4,Mariah Carey,0.0,0.0,0
189.90975,0.0,0,-4.005,1,183.391,135.141,4,Weezer,0.0,0.0,0
235.17995,0.299,6,-6.537,0,230.278,114.986,4,Enrique Iglesias,0.0,0.0,0
219.89832,2.862,1,-7.686,0,209.345,91.005,4,Céline Dion,0.0,0.0,0
240.48281,0.0,5,-6.83,0,236.559,120.096,4,Mariah Carey,0.0,0.0,0
126.48444,3.75,1,-11.827,1,120.57,103.797,4,Johnny Cash,0.0,1.0,0
268.59057,0.106,1,-9.883,1,255.269,100.326,4,Michael Jackson,0.0,0.0,1
40.48934,0.322,8,-12.4,1,40.489,38.124,1,John Frizzell,0.0,0.0,0
214.93506,0.316,0,-6.359,1,209.223,126.533,1,The Rolling Stones,0.0,0.0,0
215.17016,0.12,9,-7.028,1,215.17,140.009,4,Muse,0.0,0.0,0
184.99873,0.88,2,-26.535,1,176.634,116.894,5,Bruce Springsteen,0.0,0.0,0
179.74812,0.373,2,-8.1,1,168.165,145.56,4,Michael Jackson,0.0,0.0,0
244.24444,0.0,0,-5.042,1,237.389,120.11,4,Muse,0.0,0.0,0
237.03465,0.314,9,-11.439,1,225.872,139.411,4,Muse,0.0,0.0,1
210.25914,0.194,2,-9.273,0,205.189,92.996,4,Muse,0.0,0.0,0
223.18975,0.088,0,-7.345,1,212.439,123.786,4,Brad Paisley,0.0,1.0,0
119.84934,0.177,0,-4.45,1,111.949,175.356,1,Weezer,0.0,0.0,0
242.88608,0.0,6,-6.422,0,239.479,191.403,4,Metallica,0.0,0.0,1
172.09424,0.177,3,-5.604,0,167.149,177.079,4,The Black Keys,0.0,0.0,0
179.33016,0.386,2,-8.877,1,173.732,129.18,4,James Brown,0.0,0.0,0
214.88281,0.239,11,-7.377,1,204.759,146.999,4,Mariah Carey,0.0,0.0,0
166.81751,0.202,10,-10.946,1,155.603,158.971,1,The Rolling Stones,0.0,0.0,0
83.9571,0.531,1,-22.58,1,75.465,107.898,4,John Frizzell,0.0,0.0,0
234.47465,0.0,5,-7.578,1,222.9,152.755,4,Brad Paisley,0.0,0.0,0
143.96036,0.449,8,-10.046,1,140.806,81.178,4,Ray Charles,0.0,0.0,0
189.43955,0.139,11,-4.953,1,183.333,80.476,4,The Black Keys,0.0,0.0,1
257.67138,5.294,2,-21.692,1,235.375,94.353,4,U2,0.0,0.0,1
457.06404,0.365,6,-6.902,0,447.147,124.48,4,Michael Jackson,0.0,1.0,1
242.54649,0.345,11,-3.667,0,238.161,130.013,1,Mariah Carey,0.0,1.0,1
249.12934,2.873,7,-2.892,1,236.582,93.039,4,Muse,0.0,0.0,1
318.6673,3.483,5,-8.009,0,309.249,85.451,4,Coldplay,0.0,0.0,1
396.40771,8.017,8,-4.682,0,388.882,132.633,4,Metallica,0.0,1.0,1
160.83546,0.46,7,-7.356,1,154.43,91.624,4,Johnny Cash,0.0,0.0,0
34.0371,0.38,5,-11.893,0,31.126,88.737,3,Eminem,0.0,0.0,0
241.55383,0.187,8,-14.931,1,233.488,78.097,7,Johnny Cash,0.0,0.0,0
270.86322,3.715,7,-7.161,1,252.012,162.04,4,Enrique Iglesias,0.0,0.0,0
61.30893,0.357,9,-23.926,0,61.309,66.247,4,John Frizzell,0.0,0.0,0
253.46567,0.096,7,-7.089,1,242.109,125.666,4,Brad Paisley,0.0,0.0,0
120.94649,2.798,8,-21.369,1,100.13,74.531,3,John Frizzell,0.0,0.0,0
414.95465,0.13,7,-4.911,1,411.144,161.609,4,Muse,0.0,0.0,1
114.23302,0.42,1,-26.78,1,106.324,175.406,3,John Frizzell,0.0,0.0,0
251.84608,0.0,6,-10.554,0,251.846,66.135,1,Céline Dion,0.0,0.0,0
201.482,2.868,8,-12.224,1,193.155,86.425,3,The Black Keys,0.0,0.0,0
243.74812,0.142,6,-6.73,1,238.254,120.013,4,Mariah Carey,0.0,0.0,0
181.34159,0.0,8,-1.645,0,178.445,98.002,4,Eminem,0.0,1.0,1
167.78404,0.0,5,-8.571,1,160.27,152.973,4,Michael Jackson,0.0,0.0,0
152.29342,0.165,9,-3.892,1,149.873,129.957,4,The Black Keys,0.0,0.0,0
142.44526,0.229,2,-11.649,1,132.928,100.694,3,Weezer,0.0,0.0,0
181.28934,0.0,5,-4.572,1,178.173,144.97,3,Nickelback,0.0,0.0,0
262.50404,0.0,3,-5.95,1,249.162,85.31,4,Weezer,0.0,0.0,0
206.15791,0.16,8,-10.67,0,182.172,109.675,4,Daft Punk,0.0,0.0,1
287.68608,0.0,2,-6.666,1,285.106,111.996,4,Daft Punk,0.0,0.0,1
139.51955,0.322,9,-4.279,1,136.887,120.227,4,The Black Keys,0.0,0.0,1
239.28118,0.34,3,-6.03,0,231.874,99.901,4,Céline Dion,0.0,0.0,1
220.73424,0.491,2,-3.607,1,209.92,160.088,4,Muse,0.0,0.0,0
227.99628,0.0,5,-9.895,0,222.203,94.014,4,Nickelback,0.0,1.0,1
304.40444,0.578,2,-11.422,0,292.322,146.349,4,Brad Paisley,0.0,0.0,0
284.81261,0.148,4,-13.652,1,272.08,96.776,4,Coldplay,0.0,0.0,0
202.34404,0.45,6,-9.756,0,193.817,128.954,4,Céline Dion,0.0,0.0,0
234.03057,0.102,0,-9.066,1,234.031,103.009,4,Céline Dion,0.0,0.0,0
204.2771,1.501,1,-6.143,1,196.563,88.048,4,Céline Dion,0.0,0.0,1
219.34975,0.165,2,-6.995,1,215.162,93.377,3,Muse,0.0,0.0,0
216.42404,2.13,4,-13.976,0,206.46,137.279,4,Mariah Carey,0.0,0.0,0
206.31465,0.2,9,-12.134,1,199.158,90.143,3,Mannheim Steamroller,0.0,0.0,0
243.51302,0.444,5,-11.434,1,243.513,105.021,4,Céline Dion,0.0,0.0,0
279.43138,0.142,1,-2.97,1,266.977,90.054,4,Michael Jackson,0.0,1.0,1
189.962,0.0,5,-4.155,1,185.429,107.999,4,The Black Keys,0.0,0.0,0
269.34812,2.81,9,-6.294,1,259.535,136.82,4,Coldplay,0.0,0.0,0
206.44526,0.0,0,-4.806,1,197.88,111.532,4,The Rolling Stones,0.0,0.0,1
222.74567,0.227,6,-12.009,0,209.856,126.588,1,The Rolling Stones,0.0,0.0,1
142.23628,0.0,9,-14.05,0,133.596,94.838,4,U2,0.0,0.0,0
361.66485,2.908,5,-7.124,1,351.208,141.199,4,Bruce Springsteen,0.0,0.0,0
301.19138,2.606,5,-7.488,0,288.729,95.929,4,Mariah Carey,0.0,1.0,1
295.67955,5.671,9,-6.473,0,271.209,137.008,3,Coldplay,0.0,0.0,0
182.7522,0.148,4,-9.051,0,162.969,207.589,4,Michael Jackson,0.0,1.0,0
202.03057,0.223,0,-7.68,1,189.841,139.988,4,Mariah Carey,1.0,1.0,1
164.93669,0.351,4,-13.371,0,160.734,101.721,4,The Rolling Stones,0.0,0.0,1
185.93914,0.583,0,-5.21,1,180.309,165.331,4,Muse,0.0,0.0,0
165.14567,0.38,9,-18.868,1,158.569,83.981,4,Johnny Cash,0.0,0.0,0
251.55873,0.206,4,-8.929,1,246.161,126.219,4,Eminem,1.0,1.0,1
94.04036,0.189,11,-16.876,0,83.464,76.937,5,Brad Paisley,0.0,0.0,0
75.93751,0.37,1,-17.346,1,69.991,147.692,1,John Frizzell,0.0,0.0,0
188.15955,0.206,0,-13.001,1,183.339,102.141,3,Ray Charles,0.0,0.0,0
217.62567,0.0,0,-4.278,0,207.163,164.025,4,Nickelback,0.0,1.0,1
340.03546,0.0,5,-10.412,1,324.894,137.997,4,Daft Punk,0.0,0.0,0
343.32689,2.943,4,-16.357,1,330.867,148.126,4,Coldplay,0.0,0.0,0
176.69179,0.0,9,-4.389,1,167.985,102.578,4,Weezer,0.0,0.0,0
212.29669,0.177,5,-7.849,1,200.104,115.79,1,The Rolling Stones,0.0,1.0,0
263.8624,0.159,7,-7.178,1,261.143,87.977,4,Céline Dion,0.0,0.0,0
110.86322,0.294,0,-10.936,1,102.992,117.507,4,John Frizzell,0.0,0.0,0
240.27383,0.218,11,-8.71,0,230.545,119.403,4,Céline Dion,0.0,0.0,1
222.53669,0.08,11,-5.999,1,217.333,151.132,3,Johnny Cash,0.0,0.0,0
281.02485,4.574,1,-5.359,0,270.153,100.844,4,Muse,0.0,0.0,1
179.22567,0.165,3,-12.63,1,164.333,196.521,7,Michael Jackson,0.0,0.0,0
10.60526,0.125,0,-21.695,1,10.605,216.808,4,Brad Paisley,0.0,0.0,0
231.23546,0.0,4,-7.101,0,217.316,147.246,4,Weezer,0.0,0.0,0
105.61261,3.059,5,-27.362,0,95.84,126.039,5,John Frizzell,0.0,0.0,0
171.85914,0.424,0,-9.758,1,156.99,124.698,1,Michael Jackson,0.0,0.0,0
319.81669,0.0,4,-3.072,0,301.459,101.951,3,Eminem,0.0,0.0,1
645.17179,0.137,7,-8.273,1,636.877,127.951,4,Mariah Carey,0.0,1.0,1
153.49506,0.116,5,-23.272,0,150.198,54.981,1,Ray Charles,0.0,0.0,0
286.30159,0.183,7,-8.204,1,276.683,109.253,1,Mariah Carey,0.0,0.0,0
260.15302,3.32,7,-8.359,1,251.089,90.333,3,The Black Keys,0.0,0.0,0
215.48363,0.398,9,-11.038,1,207.273,93.847,4,Brad Paisley,0.0,0.0,0
198.79138,0.939,7,-8.038,0,179.926,109.627,3,Muse,0.0,0.0,1
203.31057,0.441,8,-8.533,1,194.444,113.662,4,Michael Jackson,0.0,0.0,0
329.45587,0.0,2,-12.472,1,329.456,125.151,4,Daft Punk,0.0,0.0,1
167.88853,0.658,9,-13.257,1,161.634,45.254,4,Ray Charles,0.0,0.0,0
289.38404,0.874,11,-3.573,1,276.085,117.362,4,Michael Jackson,0.0,0.0,1
400.5873,7.889,11,-8.765,0,396.08,188.344,4,Metallica,0.0,0.0,1
185.23383,0.0,9,-13.343,1,180.576,166.476,3,Johnny Cash,0.0,0.0,0
345.52118,0.0,5,-4.773,0,345.521,197.704,3,Metallica,0.0,0.0,0
320.83546,0.276,7,-3.398,0,306.085,161.936,4,Eminem,0.0,0.0,0
192.522,0.154,8,-9.233,1,181.568,107.347,5,Michael Jackson,0.0,0.0,0
212.4273,2.252,5,-7.169,0,200.893,103.805,4,Michael Jackson,0.0,0.0,0
165.92934,0.275,0,-19.532,1,157.954,120.763,4,Johnny Cash,0.0,0.0,0
470.04689,0.323,4,-6.029,1,465.421,105.194,1,Metallica,0.0,0.0,0
210.36363,0.212,0,-9.383,1,204.51,83.766,4,The Black Keys,0.0,0.0,0
230.79138,0.091,5,-4.018,1,209.02,115.04,4,Enrique Iglesias,0.0,0.0,0
228.77995,0.235,9,-6.803,1,218.761,217.27,4,Coldplay,1.0,0.0,1
227.16036,2.775,1,-7.438,0,222.354,164.874,4,Eminem,0.0,0.0,1
321.56689,8.022,1,-5.241,1,312.32,156.405,4,Metallica,1.0,0.0,0
301.73995,0.084,9,-8.34,1,296.397,153.727,4,Muse,0.0,0.0,1
207.46404,0.16,11,-5.52,0,195.17,162.864,1,Nickelback,0.0,1.0,1
284.39465,0.0,1,-9.665,1,276.886,116.874,4,Coldplay,0.0,0.0,1
252.26404,0.092,11,-11.598,1,242.887,89.81,3,Mariah Carey,0.0,0.0,0
421.53751,5.306,3,-4.016,1,415.945,136.193,4,Metallica,0.0,1.0,1
316.44689,0.0,9,-6.275,0,291.637,122.654,5,Eminem,0.0,0.0,1
293.77261,0.0,9,-6.231,0,279.522,97.991,4,The Rolling Stones,0.0,0.0,0
357.58975,0.0,7,-12.159,1,347.109,127.759,4,Bruce Springsteen,0.0,0.0,0
100.91057,0.461,1,-15.792,0,97.036,212.037,4,Johnny Cash,0.0,0.0,0
191.42485,4.679,6,-20.314,0,186.538,120.23,1,Bruce Springsteen,0.0,0.0,0
183.64036,6.2,1,-3.578,1,177.435,233.384,4,Metallica,0.0,0.0,0
191.00689,0.194,10,-8.764,0,177.9,107.972,4,Coldplay,0.0,0.0,0
250.25261,0.0,8,-6.169,1,245.725,112.371,3,Weezer,0.0,0.0,1
234.00444,0.194,1,-6.079,1,229.436,100.699,4,Mariah Carey,0.0,1.0,1
155.03628,0.389,4,-16.206,1,150.326,128.273,3,Ray Charles,0.0,0.0,0
155.01016,5.114,0,-11.064,1,149.496,156.236,1,Johnny Cash,0.0,0.0,1
229.58975,0.0,7,-7.414,1,218.506,104.614,4,Brad Paisley,0.0,0.0,0
436.21832,0.113,0,-6.821,0,431.56,128.994,4,Enrique Iglesias,0.0,0.0,1
409.80853,8.214,3,-7.944,0,403.284,144.346,3,Metallica,0.0,1.0,1
196.91057,0.177,9,-4.387,1,188.697,115.367,4,The Black Keys,0.0,0.0,0
219.32363,0.0,1,-5.223,1,196.981,105.139,4,Eminem,0.0,0.0,0
201.24689,0.177,7,-6.692,0,198.269,96.402,4,Enrique Iglesias,0.0,0.0,0
33.82812,0.0,0,-23.852,0,31.121,116.319,5,Brad Paisley,0.0,0.0,0
201.74322,4.476,11,-12.359,1,189.974,73.399,3,Michael Jackson,0.0,0.0,1
197.48526,4.243,2,-7.013,1,192.488,198.988,4,Muse,0.0,0.0,0
202.94485,0.176,9,-8.584,1,202.945,141.55,4,Brad Paisley,0.0,1.0,0
181.75955,0.338,6,-13.872,1,173.83,81.641,4,Ray Charles,0.0,0.0,0
203.44118,0.265,0,-12.317,0,188.372,112.648,3,Michael Jackson,0.0,0.0,0
219.45424,0.14,1,-6.504,0,208.422,121.984,4,Enrique Iglesias,0.0,1.0,1
270.0273,0.0,1,-4.059,0,270.027,124.815,4,Metallica,0.0,1.0,1
226.06322,0.113,0,-13.61,1,216.671,141.411,4,Ray Charles,0.0,0.0,0
269.76608,1.193,7,-17.831,1,256.435,115.757,1,Mannheim Steamroller,0.0,0.0,0
233.87383,0.27,4,-4.536,0,226.29,90.015,4,Céline Dion,0.0,0.0,0
214.12526,0.0,1,-3.182,1,208.12,184.045,4,Eminem,0.0,0.0,1
301.60934,3.402,8,-4.431,1,291.074,138.168,4,Michael Jackson,0.0,0.0,1
89.91302,2.932,0,-30.912,0,81.328,108.33,4,John Frizzell,0.0,0.0,0
210.93832,0.403,0,-6.174,0,206.663,109.898,4,Céline Dion,0.0,0.0,0
337.76281,2.397,5,-11.923,0,327.465,129.357,4,James Brown,0.0,0.0,0
1400.2673,0.253,2,-8.08,1,1389.592,0.0,0,The Black Keys,0.0,0.0,0
148.6624,0.0,5,-9.83,1,138.42,135.058,1,Coldplay,0.0,0.0,0
323.73506,0.46,11,-3.564,0,310.155,84.904,4,Eminem,0.0,0.0,1
238.73261,0.489,2,-4.863,1,225.71,127.282,7,Michael Jackson,0.0,1.0,1
326.21669,0.187,0,-24.283,1,304.959,89.475,1,Mannheim Steamroller,0.0,0.0,0
306.46812,2.694,10,-4.546,0,303.705,157.769,4,Metallica,0.0,0.0,0
453.92934,0.491,0,-7.038,1,450.606,134.905,3,Daft Punk,0.0,0.0,0
98.82077,0.247,10,-14.174,1,88.027,78.416,7,John Frizzell,0.0,0.0,0
290.92526,0.0,11,-6.223,1,276.968,141.573,3,Brad Paisley,0.0,1.0,1
272.48281,3.024,6,-5.258,1,262.96,126.339,4,Weezer,0.0,0.0,0
426.55302,0.0,6,-6.584,1,418.023,161.755,7,Coldplay,0.0,0.0,0
264.202,0.0,7,-6.633,1,256.627,101.32,5,Enrique Iglesias,0.0,1.0,1
319.81669,0.0,1,-2.773,1,313.783,90.165,4,Eminem,0.0,0.0,1
421.40689,0.0,5,-8.581,1,413.919,154.095,1,Bruce Springsteen,0.0,0.0,1
55.11791,0.131,6,-18.982,0,55.118,108.133,4,Brad Paisley,0.0,0.0,0
158.64118,0.0,4,-5.211,1,144.695,156.471,4,Weezer,0.0,0.0,0
162.01098,0.376,7,-11.271,1,145.943,125.59,4,James Brown,0.0,0.0,0
128.26077,0.165,3,-3.753,1,119.327,140.334,4,Weezer,0.0,0.0,1
314.3571,0.247,0,-5.99,1,281.449,94.952,4,Brad Paisley,1.0,0.0,0
275.85261,0.078,9,-9.374,0,265.346,63.252,4,The Black Keys,0.0,0.0,0
250.06975,3.68,1,-8.157,1,234.562,88.013,3,Mariah Carey,0.0,1.0,1
205.11302,0.177,3,-7.366,1,198.182,84.525,1,Weezer,0.0,0.0,1
185.33832,2.746,7,-11.07,1,178.289,133.226,1,Bruce Springsteen,0.0,0.0,0
242.88608,0.0,1,-0.558,1,242.886,167.262,4,Eminem,0.0,0.0,1
236.01587,0.0,5,-7.206,0,219.289,120.041,4,Mariah Carey,0.0,0.0,0
323.49995,3.251,11,-6.776,0,312.186,102.126,4,Eminem,0.0,0.0,1
185.88689,0.194,10,-8.87,1,179.316,76.218,4,Ray Charles,0.0,0.0,0
203.67628,3.437,3,-22.94,1,199.854,91.721,4,John Frizzell,0.0,0.0,0
265.35138,0.479,9,-7.137,1,257.306,137.588,4,Enrique Iglesias,0.0,0.0,1
670.35383,0.2,10,-3.995,0,663.348,92.467,3,Metallica,0.0,0.0,0
206.07955,0.145,7,-13.513,1,201.271,199.139,1,The Rolling Stones,0.0,0.0,0
226.87302,3.17,7,-7.122,1,221.495,125.139,4,U2,0.0,0.0,0
261.82485,0.461,10,-4.372,1,254.456,135.976,4,Mariah Carey,0.0,1.0,1
246.90893,0.0,4,-10.049,1,238.614,105.364,4,Brad Paisley,0.0,0.0,0
207.77751,0.0,6,-4.783,0,195.152,125.866,4,Enrique Iglesias,0.0,0.0,1
164.67546,0.357,11,-7.635,1,164.675,141.654,5,Muse,0.0,0.0,0
157.90975,0.113,8,-8.956,0,150.616,110.365,4,The Rolling Stones,0.0,0.0,0
265.79546,0.137,4,-4.936,0,252.163,151.952,4,Enrique Iglesias,0.0,0.0,0
256.86159,0.0,10,-7.243,0,256.862,101.982,4,Céline Dion,0.0,0.0,1
190.98077,0.363,2,-4.642,1,187.205,140.1,4,U2,1.0,1.0,1
337.00526,1.072,6,-28.224,1,319.936,104.669,3,Bruce Springsteen,0.0,0.0,0
306.05016,0.125,10,-5.156,1,291.515,77.169,4,Eminem,0.0,0.0,0
219.42812,0.16,0,-9.692,1,207.105,104.224,4,The Rolling Stones,0.0,0.0,0
190.74567,2.183,9,-8.758,1,181.777,64.54,4,Céline Dion,0.0,0.0,0
165.35465,0.583,2,-17.892,1,149.914,85.09,4,John Frizzell,0.0,0.0,0
